Ticker,Nama,Sektor,Industri,Periode,Basis,MataUang,Diperbarui,Saham,EPS,BVPS,DPS,Omzet,LabaBersih,EBITDA,EBIT,MarginKotor%,MarginOperasi%,MarginBersih%,ROE%,ROA%,TotalUtang,Kas,UtangBersih,TotalAset,Ekuitas,DER,UtangBersih/EBITDA,CurrentRatio,QuickRatio,InterestCoverage,OCF,Capex,FCF,OCF/Laba,Payout%,OmzetYoY%,LabaYoY%,OmzetCAGR3%,LabaCAGR3%,TahunLabaNaik,SahamYoY%
MYOH,Samindo Resources Tbk.,Energy,Thermal Coal,2026-03-31,TTM-gabungan,USD,2026-08-10,2206312500.0,120.0717,1450.408,65.48,2912687080380.0,264915641595.0,383107128140.0,356357497155.0,15.32,8.41,9.1,8.48,6.67,283262090045.0,1090329042330.0,-807066952285.0,3958301351235.0,3200053258490.0,0.09,-2.11,5.78,4.94,12.37,523038977560.0,-106021342350.0,417017635210.0,1.97,53.49,-6.8,262.7,5.0,2.0,1.0,0.0
IFSH,Ifishdeco Tbk.,Basic Materials,Other Industrial Metals & Mining,2026-03-31,TTM-gabungan,IDR,2026-08-10,1923147400.0,30.8723,439.3147,26.0,1090446111501.0,59371908478.0,201169109566.0,171270567373.0,30.01,21.49,5.44,7.19,5.69,31194736604.0,172194802282.0,-141000065678.0,1077493275496.0,844866939311.0,0.04,-0.7,3.71,3.7,49.19,109825202833.0,-31430444884.0,78394757949.0,1.85,42.27,12.7,-115.4,2.2,-28.7,1.0,0.0
BACH,Bach Multi Global Tbk.,Industrials,Electrical Equipment & Parts,,Tahunan,,2026-08-10,4084430000.0,38.0832,131.2002,,1732944872499.0,155548239865.0,226254141638.0,220086829991.0,17.97,13.4,8.98,32.08,15.19,376612770590.0,11971028627.0,364641741963.0,1232630823230.0,535877913083.0,0.7,1.61,1.29,0.9,12.08,131883498360.0,-369431562872.0,-237548064512.0,0.85,0.0,,,,,2.0,0.0
BHIT,MNC Asia Holding Tbk.,Communication Services,Entertainment,2026-06-30,TTM,IDR,2026-08-10,83542741759.0,4.5154,197.0792,,13881575000000.0,377226000000.0,2822471000000.0,2405821000000.0,38.78,16.75,2.72,2.22,0.51,9654585000000.0,2709104000000.0,6912625000000.0,71502232000000.0,16464537000000.0,0.59,2.45,1.12,0.97,2.18,751930000000.0,-923077000000.0,-171147000000.0,1.99,0.0,-7.6,-117.3,-7.1,-13.1,1.0,0.0
ALDO,Alkindo Naratama Tbk.,Basic Materials,Paper & Paper Products,2026-06-30,TTM,IDR,2026-08-10,2695415944.0,33.4253,411.32,0.5,2312208381776.0,90095182610.0,172369835099.0,165132504450.0,17.54,7.58,3.9,8.45,4.27,642131892975.0,64926602836.0,577205290139.0,2178604750252.0,1108678493318.0,0.58,3.35,1.24,0.72,3.59,54808349546.0,-31488936393.0,23319413153.0,0.61,1.5,27.1,15752.5,14.8,-18.7,1.0,-0.11
WINS,Wintermar Offshore Marine Tb,Industrials,Marine Shipping,2026-06-30,TTM-gabungan,USD,2026-08-10,4469785110.0,86.1565,691.4937,8.9,1676236720510.0,385101053975.0,680833356830.0,676334459405.0,46.15,36.09,22.97,13.1,6.94,1225291577125.0,701136620030.0,524154957095.0,6679069121725.0,3090828247100.0,0.4,0.77,3.77,3.67,17.83,866503454905.0,-743798787875.0,122704667030.0,2.25,8.52,50.2,116.3,10.1,162.3,2.0,1.02
BABP,Bank MNC Internasional Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM,IDR,2026-08-10,44458997354.0,1.843,85.2651,,753910000000.0,81936000000.0,,,,,10.87,2.19,0.38,867000000.0,1953443000000.0,-1952576000000.0,21681618000000.0,3790803000000.0,0.0,,,,,-1243622000000.0,-31444000000.0,-1275066000000.0,-15.18,0.0,0.9,8.0,-1.4,15.9,2.0,0.0
PBSA,Paramita Bangun Sarana Tbk.,Industrials,Engineering & Construction,2026-03-31,TTM,IDR,2026-08-10,2984886300.0,98.993,305.106,60.0,1722166992724.0,295482781026.0,346758505971.0,339485648783.0,19.25,15.66,17.16,34.53,23.63,359243304.0,64427107916.0,-64067864612.0,1403748608050.0,910706628306.0,0.0,-0.18,2.44,2.32,219.03,132131014395.0,-19135282487.0,112995731908.0,0.45,55.84,46.8,-94.5,29.6,33.7,3.0,-0.5
NETV,MDTV Media Technologies Tbk.,Communication Services,Broadcasting,2026-03-31,TTM,IDR,2026-08-10,41360517722.0,-6.2335,9.5602,,76613231136.0,-257821972896.0,-213042129057.0,-230208602696.0,-114.62,-247.07,-336.52,-49.16,-27.9,392576640000.0,15328050557.0,377248589443.0,841730478447.0,395415563162.0,0.99,,1.16,0.16,-43.38,-196946917048.0,-11412238729.0,-208359155777.0,0.76,0.0,-19.4,52.5,-42.6,,1.0,0.0
VICO,Victoria Investama Tbk.,Financial Services,Asset Management,2026-03-31,TTM,IDR,2026-08-10,15217075658.0,31.6054,244.9249,,2584225042000.0,480942093000.0,2424641845000.0,2385932277000.0,90.86,73.73,18.61,13.84,1.39,3363350011000.0,2098303391000.0,1234839174000.0,35333726750000.0,3727041411000.0,0.9,0.51,1.02,1.02,1.39,-1694470059000.0,-29931357000.0,-1724401416000.0,-3.52,0.0,-1.5,32.9,4.7,61.5,2.0,0.0
OASA,Maharaksa Biru Energi Tbk.,Utilities,Utilities - Renewable,2026-03-31,TTM,IDR,2026-08-10,6347220000.0,-9.2032,84.7845,,14512909427.0,-58414460849.0,-47100059516.0,-53628666624.0,13.58,-324.31,-402.5,-10.3,-8.76,23805531739.0,2520831457.0,19789261570.0,608807253764.0,538145819515.0,0.04,,1.9,1.9,-30.71,50569088334.0,-496899977.0,50072188357.0,-0.87,0.0,-88.3,-193.5,-7.2,,1.0,0.0
JGLE,Graha Andrasentra Propertind,Consumer Cyclical,Leisure,2026-06-30,TTM,IDR,2026-08-10,22581909405.0,-1.9048,47.4079,,156219000000.0,-43014000000.0,-20727000000.0,-39763000000.0,64.15,-1.38,-27.53,-3.98,-2.84,205886000000.0,6988000000.0,198204000000.0,1500291000000.0,1070562000000.0,0.19,,0.83,0.19,-12.23,2605000000.0,-2761000000.0,-156000000.0,-0.06,0.0,-0.7,-247.2,-6.7,,2.0,0.0
BCAP,MNC Kapital Indonesia Tbk.,Financial Services,Financial Conglomerates,2026-06-30,TTM,IDR,2026-08-10,42618850927.0,6.7071,106.4605,,3891715000000.0,285850000000.0,1693475000000.0,1635379000000.0,61.12,46.55,7.35,5.94,0.95,3677778000000.0,2409295000000.0,1268483000000.0,30316862000000.0,4537224000000.0,0.81,0.75,2.63,2.63,1.27,1612472000000.0,-46764000000.0,-134002000000.0,5.64,0.0,7.8,27.0,11.4,23.4,2.0,0.0
IPCC,Indonesia Kendaraan Terminal,Industrials,Integrated Freight & Logistics,2026-06-30,TTM-gabungan,IDR,2026-08-10,1818384820.0,135.2566,718.4661,112.85,927910580000.0,245948590000.0,352315792000.0,350242223000.0,42.01,31.55,26.51,18.67,12.47,475727236000.0,1110986539000.0,-635259303000.0,2045844272000.0,1306447831000.0,0.36,-1.8,3.83,3.83,9.82,366779466000.0,-6346572000.0,363752218000.0,1.49,83.43,3.9,-1.4,8.6,16.6,3.0,0.0
PRDA,Prodia Widyahusada Tbk.,Healthcare,Diagnostics & Research,2026-03-31,TTM-gabungan,IDR,2026-08-10,889775500.0,244.0054,2707.9179,162.68,2300070000000.0,217110000000.0,477388000000.0,280516000000.0,58.32,10.64,9.44,8.88,7.87,17287000000.0,622472000000.0,-605185000000.0,2675064000000.0,2409439000000.0,0.01,-1.27,6.44,6.19,162.81,436707000000.0,-135716000000.0,300991000000.0,2.01,72.28,-23.3,-77.3,1.5,-17.8,1.0,-5.09
DNAR,Bank Oke Indonesia Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,16892391185.0,13.2017,231.4483,,804456442843.0,223007495392.0,,,,,27.72,5.89,1.68,407954033186.0,991003444556.0,-583049411370.0,14381163362028.0,3909714671294.0,0.1,,,,,359096155133.0,-22479487609.0,336616667524.0,1.61,0.0,23.1,93.9,16.4,129.6,3.0,0.0
BISI,BISI International Tbk,Basic Materials,Agricultural Inputs,2026-06-30,TTM-gabungan,IDR,2026-08-10,3000000000.0,81.5543,1166.842,26.0,2017444000000.0,244663000000.0,319147000000.0,303776000000.0,36.78,14.35,12.13,7.07,6.57,16806000000.0,341461000000.0,-324655000000.0,3811412000000.0,3500526000000.0,0.0,-1.02,11.15,3.68,3197.64,-108860000000.0,-65771000000.0,-174631000000.0,-0.44,31.93,76.7,27.6,-11.1,-28.6,2.0,0.0
JAWA,Jaya Agra Wattie Tbk.,Consumer Defensive,Farm Products,2026-03-31,TTM,IDR,2026-08-10,16232951842.0,-4.599,81.6616,,1620840615544.0,-74655912473.0,116642635087.0,116079839092.0,9.51,4.0,-4.61,-5.5,-1.89,1000278035268.0,167765580.0,999381719090.0,3969385765133.0,1325609502981.0,0.75,8.57,0.88,0.34,0.67,152701358946.0,-178205756799.0,-25504397853.0,-2.05,0.0,-25.5,-206.9,21.5,,2.0,0.0
MMLP,Mega Manunggal Property Tbk.,Real Estate,Real Estate Services,2026-06-30,TTM,IDR,2026-08-10,6889134608.0,15.1577,686.8514,11.61,370237002000.0,104423439000.0,257435916000.0,255745844000.0,96.06,53.6,28.2,2.23,1.58,1594900801000.0,179229459000.0,1362508956000.0,6676166544000.0,4731811884000.0,0.34,5.29,1.62,1.62,1.83,122028164000.0,-343823000.0,121684341000.0,1.17,96.75,9.0,125.5,2.1,-16.2,1.0,0.0
BRAM,Indo Kordsa Tbk,Consumer Cyclical,Textile Manufacturing,2026-06-30,TTM-gabungan,USD,2026-08-10,450056980.0,234.8253,8429.6042,200.0,2585322063225.0,105684748895.0,210438203195.0,199874157120.0,13.05,4.46,4.09,2.77,2.09,43916856500.0,432894784190.0,-388977927690.0,5022343611890.0,3793802212255.0,0.01,-1.85,2.31,1.55,73.13,491652503925.0,-182931410145.0,308721093780.0,4.65,84.46,8.9,-9.5,-28.2,,0.0,0.0
DOOH,Era Media Sejahtera Tbk.,Communication Services,Advertising Agencies,2026-03-31,TTM,IDR,2026-08-10,7738891036.0,3.3218,32.1374,,214540377683.0,25707043178.0,30260545382.0,29312631658.0,36.4,8.12,11.98,10.97,8.67,8000000000.0,131229184583.0,-123229184583.0,311169514533.0,248708046145.0,0.03,-4.07,8.72,8.61,18.69,102469857857.0,-63412277917.0,39057579940.0,3.99,0.0,-0.2,535.0,73.3,269.3,3.0,0.0
PNBS,Bank Panin Dubai Syariah Tbk,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,38813641319.0,1.9236,77.5274,,520943574000.0,74663193000.0,,,,,14.33,2.54,0.39,10284157000.0,1148689238000.0,-1138405081000.0,20460630487000.0,3009121630000.0,0.0,,,,,-524481965000.0,-23463913000.0,-547945878000.0,-7.02,0.0,51.0,135.4,-9.8,-56.9,0.0,0.0
IFII,Indonesia Fibreboard Industr,Basic Materials,Lumber & Wood Production,2026-06-30,TTM-gabungan,IDR,2026-08-10,9412000000.0,16.2107,149.4588,12.0,1199278457467.0,152574694698.0,217644619329.0,214260021589.0,31.36,17.14,12.72,10.94,8.63,193328284440.0,149332779100.0,42970201100.0,1743270460347.0,1406706303195.0,0.14,0.2,2.56,1.13,11.24,359113820129.0,-60622115721.0,298491704408.0,2.35,80.0,-35.2,-57.0,13.9,23.6,3.0,0.0
MTMH,Murni Sadar Tbk.,Healthcare,Medical Care Facilities,2026-06-30,TTM-gabungan,IDR,2026-08-10,2068526950.0,23.2771,740.6019,2.42,1506066007227.0,48149394944.0,226332823339.0,140833654942.0,29.91,8.64,3.2,3.29,1.81,911740460581.0,2199042992.0,846015371039.0,2861432982762.0,1531955009698.0,0.6,3.74,0.5,0.42,2.3,239155488731.0,-413244316270.0,-174088827539.0,4.97,10.4,31.9,106.4,18.2,-12.9,2.0,0.0
AMAG,Asuransi Multi Artha Guna Tb,Financial Services,Insurance - Property & Casualty,2026-06-30,TTM,IDR,2026-08-10,4945746416.0,50.3889,439.2137,30.0,2310939847000.0,249210552000.0,,,,,10.78,12.56,4.6,,724884369000.0,,5687738682000.0,2172239539000.0,,,,,,96719293000.0,-5353382000.0,266562487000.0,0.39,66.87,-8.5,366.9,30.1,-2.7,1.0,-0.12
KMTR,Kirana Megatara Tbk.,Consumer Cyclical,Auto Parts,2026-06-30,TTM-gabungan,IDR,2026-08-10,8215366379.0,-3.8908,258.4357,,11948261438833.0,-31964594098.0,128462203230.0,117874882302.0,4.86,1.79,-0.27,-1.51,-0.55,3026750342046.0,313619456853.0,2713130885193.0,5472080263841.0,2123144070660.0,1.43,21.12,1.31,0.59,0.87,-179629649522.0,-44490603341.0,-224120252863.0,5.62,0.0,-8.2,-108.6,3.8,,1.0,0.0
BMTR,Global Mediacom Tbk,Communication Services,Entertainment,2026-06-30,TTM-gabungan,IDR,2026-08-10,16352512086.0,34.7145,982.3846,,8972630000000.0,567670000000.0,1988027000000.0,1610950000000.0,37.8,15.29,6.33,3.48,1.59,5661678000000.0,907077000000.0,4718706000000.0,35212730000000.0,16064456000000.0,0.35,2.37,4.01,2.81,2.64,1274600000000.0,-1532740000000.0,-258140000000.0,2.25,0.0,-25.6,-170.0,-7.8,-13.2,1.0,0.0
SCCO,Supreme Cable Manufacturing ,Industrials,Electrical Equipment & Parts,2026-06-30,TTM-gabungan,IDR,2026-08-10,822333600.0,408.3592,6975.638,100.0,7492755169785.0,335807525629.0,382648121226.0,378268408877.0,8.86,5.05,4.48,5.99,5.59,,1164324099773.0,,6215057697721.0,5736301540807.0,,,6.56,4.6,,215919058567.0,-25437768794.0,190481289773.0,0.64,24.45,-1.3,21.5,10.7,43.3,3.0,0.0
LPGI,Lippo General Insurance Tbk,Financial Services,Insurance - Diversified,2025-12-31,TTM,IDR,2026-08-10,3000000000.0,48.2438,372.1276,10.0,3644617534967.0,144731453092.0,,99162437471.0,,,3.97,14.1,4.03,264471501.0,15585204627.0,-15320733126.0,3550815818181.0,1116382932707.0,0.0,,,,175.74,505352898014.0,-41495407323.0,480418634574.0,3.49,18.87,30.2,314.8,17.8,25.1,2.0,0.0
BOLT,Garuda Metalindo Tbk.,Industrials,Tools & Accessories,2026-06-30,TTM-gabungan,IDR,2026-08-10,2343750000.0,59.3961,360.1899,50.0,1733840965113.0,139209675175.0,237003495864.0,230209658770.0,24.23,12.98,8.03,16.48,9.42,359579005587.0,44035298327.0,298948765601.0,1616593517066.0,844195024103.0,0.43,1.26,1.56,0.75,10.74,325327567442.0,-21556002319.0,303771565123.0,2.34,78.44,23.7,27.5,5.4,18.5,2.0,0.0
KOTA,DMS Propertindo Tbk.,Real Estate,Real Estate Services,2026-03-31,TTM,IDR,2026-08-10,10546043868.0,5.0114,117.7351,,150327517371.0,52850235615.0,92508503515.0,79593465603.0,71.39,39.48,35.16,4.35,2.97,434199802533.0,11398729177.0,422801073356.0,1894011974180.0,1241639909811.0,0.35,4.57,2.38,2.24,3.21,48490912037.0,-222655922141.0,-174165010104.0,0.92,0.0,472.1,202.1,80.2,,2.0,-0.0
LPPF,MDS Retailing Tbk.,Consumer Cyclical,Department Stores,2026-06-30,TTM-gabungan,IDR,2026-08-10,1170221600.0,660.3125,256.771,250.0,10940129000000.0,772712000000.0,1896705000000.0,1179374000000.0,34.74,9.88,7.06,118.33,13.02,2490180000000.0,240076000000.0,84986000000.0,4369056000000.0,300479000000.0,8.29,0.04,0.61,0.25,5.24,1646485000000.0,-130917000000.0,1515568000000.0,2.13,72.05,-60.5,-106.3,-3.7,-19.4,1.0,0.0
BKSW,Bank QNB Indonesia Tbk.,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,35158048365.0,-0.8376,133.5589,,448682000000.0,-29447000000.0,,,,,-6.56,-0.62,-0.22,68267000000.0,1894194000000.0,-1825927000000.0,14429358000000.0,4695671000000.0,0.01,,,,,1054091000000.0,-45416000000.0,1008675000000.0,-35.8,0.0,-0.3,23.2,-15.8,,1.0,0.0
UCID,Uni-Charm Indonesia Tbk.,Consumer Defensive,Household & Personal Products,2026-06-30,TTM-gabungan,IDR,2026-08-10,4156572300.0,-247.8737,1143.7886,6.67,8159652000000.0,-1030305000000.0,-600777000000.0,-693026000000.0,19.26,-3.01,-12.63,-19.36,-12.15,968475000000.0,2142235000000.0,-1173760000000.0,8385486000000.0,4754240000000.0,0.2,,2.29,1.78,-46.76,516635000000.0,-38991000000.0,477644000000.0,-0.5,2.04,9.5,397.7,-8.2,,1.0,0.0
DGWG,Delta Giri Wacana Tbk.,Basic Materials,Agricultural Inputs,2026-03-31,TTM-gabungan,IDR,2026-08-10,5882353000.0,41.1975,189.4334,24.0,4447580000000.0,242338000000.0,456530000000.0,418972000000.0,25.75,9.94,5.45,25.88,7.03,1201471000000.0,53846000000.0,1092284000000.0,3987401000000.0,1114314000000.0,1.08,2.39,1.14,0.53,4.51,95679000000.0,-107854000000.0,-12175000000.0,0.39,41.67,,,35.0,15.4,2.0,0.0
BLES,Superior Prima Sukses Tbk.,Basic Materials,Building Materials,2026-06-30,TTM-gabungan,IDR,2026-08-10,8890206400.0,25.0765,140.669,1.89,1715181453068.0,222935434198.0,361176078639.0,330565318808.0,33.44,18.61,13.0,19.21,11.11,533689446787.0,162205830991.0,333679239736.0,2133306736804.0,1250576310854.0,0.43,0.92,1.11,0.89,7.27,396491505120.0,-264125516324.0,225071402699.0,1.78,7.54,63.5,9153.6,10.5,8.6,2.0,0.0
AYAM,Janu Putra Sejahtera Tbk.,Consumer Defensive,Farm Products,2026-03-31,TTM,IDR,2026-08-10,4000000000.0,0.4809,53.5258,,218651476798.0,1923562689.0,7112273774.0,6711973900.0,5.19,-0.97,0.88,0.9,0.38,39651500012.0,2762341762.0,36889158250.0,520440140932.0,214103014548.0,0.19,5.19,1.0,0.1,1.59,8817493872.0,-2748604941.0,6068888931.0,4.58,0.0,-46.2,53.4,-12.3,-81.8,0.0,0.0
INDS,Indospring Tbk,Consumer Cyclical,Auto Parts,2026-06-30,TTM,IDR,2026-08-10,6562497100.0,9.747,521.5716,5.0,3576358688541.0,63964696017.0,154716784216.0,130638602282.0,13.16,3.48,1.79,1.88,1.43,250973563667.0,57341500501.0,187081950304.0,4626400439644.0,3422811992077.0,0.07,1.21,2.68,1.13,8.28,140669225705.0,-116328254924.0,24340970781.0,2.2,51.28,25.4,63.2,-3.2,-28.4,1.0,0.0
MBAP,Mitrabara Adiperdana Tbk.,Energy,Thermal Coal,2026-03-31,TTM,USD,2026-08-10,1227271952.0,24.4507,2670.6701,38.0,2859983068635.0,30007607630.0,100312648425.0,60424911690.0,12.88,1.09,1.05,0.91,0.66,637292798560.0,938917751915.0,-301624953355.0,4506973180820.0,3277638520640.0,0.19,-3.01,5.2,4.2,6.79,-136405212680.0,-381554591495.0,-517959804175.0,-4.55,233.9,-7.7,8.7,-28.4,-79.5,0.0,0.0
KINO,Kino Indonesia Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,2026-06-30,TTM-gabungan,IDR,2026-08-10,1378818900.0,160.3248,1332.0514,45.0,4890551260506.0,221058872944.0,429891961474.0,378230114223.0,42.99,6.34,4.52,12.54,4.74,1417037095916.0,183955663951.0,1140414200335.0,4668790441323.0,1836657649506.0,0.77,2.65,0.69,0.52,3.18,870158858225.0,-161144493062.0,709014365163.0,3.94,27.95,21.8,128.4,6.8,,3.0,0.0
MERK,Merck Tbk,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-30,TTM,IDR,2026-08-10,448000000.0,743.6645,2152.4328,275.0,1350746385000.0,333161699000.0,457846459000.0,450160126000.0,49.96,31.92,24.67,37.14,29.81,17460400000.0,328000000000.0,-310539600000.0,1227685670000.0,964289915000.0,0.02,-0.68,5.0,3.38,193.22,311050443000.0,-20017631000.0,298606129000.0,0.93,37.01,31.0,400.2,2.2,10.7,1.0,0.0
DVLA,Darya-Varia Laboratoria Tbk,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-30,TTM-gabungan,IDR,2026-08-10,1120000000.0,121.63,1339.3585,128.0,2354247520000.0,136225561000.0,224723285000.0,182294229000.0,52.15,6.9,5.79,9.01,5.45,119394000.0,471021298000.0,-470901904000.0,2606430632000.0,1500081542000.0,0.0,-2.1,2.15,1.55,10934.81,222642312000.0,-107244627000.0,115397685000.0,1.63,86.07,12.8,-51.3,5.2,3.2,2.0,0.0
SUNI,Sunindo Pratama Tbk.,Energy,Oil & Gas Equipment & Services,2026-06-30,TTM-gabungan,IDR,2026-08-10,2406400000.0,67.0279,366.497,10.39,868503730328.0,161296033954.0,211952200658.0,207552463123.0,32.37,23.74,18.57,18.72,13.89,168641806668.0,159644592788.0,8997213880.0,1191919072427.0,881938317564.0,0.19,0.04,3.22,2.06,824.39,111458906701.0,-161599248118.0,-50140341417.0,0.69,15.52,-46.0,-39.7,45.7,102.4,2.0,-3.74
SONA,Sona Topas Tourism Industry ,Consumer Cyclical,Travel Services,2026-06-30,TTM,IDR,2026-08-10,662400000.0,144.9839,1098.0581,52.83,935009737402.0,96037359095.0,216570648586.0,142716669747.0,54.24,11.75,10.27,13.84,10.07,100330427287.0,693798871247.0,-593468443960.0,979370240089.0,727353708603.0,0.14,-2.74,4.39,3.99,22.17,143062305868.0,-8636260190.0,134426045678.0,1.49,36.44,5.9,54.6,41.3,,3.0,0.0
PSSI,IMC Pelita Logistik Tbk.,Industrials,Marine Shipping,2026-06-30,TTM-gabungan,USD,2026-08-10,5121189153.0,-11.3017,517.1641,5.0,893677811510.0,-57878210115.0,-26797294480.0,-37588021955.0,9.11,-2.7,-6.48,-2.13,-1.82,190900558200.0,853799294810.0,-662898736610.0,3040885378245.0,2648495273710.0,0.07,,6.17,5.82,-3.66,175852395180.0,-311729685355.0,-135877290175.0,-3.04,491.0,-23.1,-47.9,-21.8,-82.0,0.0,-2.23
BVIC,Bank Victoria International ,Financial Services,Banks - Regional,2026-06-30,TTM-gabungan,IDR,2026-08-10,18419418828.0,3.79,235.0151,,903742954000.0,69808869000.0,,,,,7.72,1.68,0.21,3932425170000.0,2793339196000.0,1116258492000.0,34929016613000.0,4328841561000.0,0.91,,,,,361221836000.0,-24697837000.0,336523999000.0,5.17,0.0,32.5,-31.2,4.6,-16.5,2.0,16.22
SMBR,Semen Baturaja (Persero) Tbk,Basic Materials,Building Materials,2026-03-31,TTM-gabungan,IDR,2026-08-10,9932534336.0,14.1239,345.3296,3.46,2273486047000.0,140285986000.0,260366409000.0,242112700000.0,28.98,9.45,6.17,4.19,2.91,521577745000.0,72613906000.0,335351683000.0,4726051246000.0,3429997910000.0,0.15,1.29,1.48,1.1,5.16,342944454000.0,-58325743000.0,284618711000.0,2.44,18.59,-35.7,-81.5,7.9,30.5,3.0,0.0
FAST,Fast Food Indonesia Tbk,Consumer Cyclical,Restaurants,2026-03-31,Tahunan,IDR,2026-08-10,4520402492.0,-176.248,65.0905,,4875792516000.0,-796711869000.0,130986573000.0,-241682788000.0,58.26,-14.31,-16.34,-465.1,-18.27,2342591412000.0,243906769000.0,1892694372000.0,5194225559000.0,294235230000.0,7.96,14.45,0.35,0.25,-2.87,148560138000.0,-284481023000.0,-135920885000.0,-0.19,0.0,10.7,105.6,0.2,,1.0,13.38
BMHS,Bundamedik Tbk.,Healthcare,Medical Care Facilities,2026-06-30,TTM,IDR,2026-08-10,8603416176.0,-0.1265,225.7544,1.03,1624085561243.0,-1088410417.0,192027916278.0,76249969743.0,46.42,5.85,-0.07,-0.06,-0.03,1497645697167.0,230699944756.0,1156380415655.0,4127237041700.0,1942259408094.0,0.77,6.02,1.71,1.65,1.2,219522901685.0,-291500519950.0,-71977618265.0,-201.69,63.11,4.7,-1634.3,-0.9,-47.0,2.0,0.0
DEPO,Caturkarda Depo Bangunan Tbk,Consumer Cyclical,Home Improvement Retail,2026-03-31,TTM-gabungan,IDR,2026-08-10,6790000000.0,11.0067,201.8798,1.5,2817430207638.0,74735365408.0,176638019598.0,110894110507.0,20.28,1.92,2.65,5.58,3.27,318006441819.0,161068531607.0,26752568392.0,2294438442176.0,1370764106005.0,0.23,0.15,1.73,0.62,5.06,183767900493.0,-91689072051.0,92078828442.0,2.46,39.4,-19.2,-65.5,4.0,-9.3,1.0,0.0
FMII,Fortune Mate Indonesia Tbk,Real Estate,Real Estate - Development,2026-06-30,TTM-gabungan,IDR,2026-08-10,6400000000.0,-0.6374,108.3054,,5295236789.0,-4079367289.0,-3332162427.0,-3795187649.0,44.18,-72.51,-77.04,-0.59,-0.54,45268220063.0,1599289770.0,43126988566.0,747484339593.0,693154275334.0,0.07,,3.23,0.83,-35.67,-14376351050.0,-2545000.0,-14378896050.0,3.52,0.0,-83.5,-96.8,-15.1,-5.6,2.0,0.0
CSAP,Catur Sentosa Adiprana Tbk.,Industrials,Industrial Distribution,2026-06-30,TTM-gabungan,IDR,2026-08-10,5683175151.0,32.1892,640.587,4.0,18389723287000.0,182936860000.0,1029842729000.0,552754223000.0,16.02,3.15,0.99,5.15,1.49,4427173868000.0,116546896000.0,3021361111000.0,12415985698000.0,3640568278000.0,1.22,2.93,0.99,0.38,1.86,922141837000.0,-397495490000.0,524646347000.0,5.04,12.43,20.4,1708.4,4.3,-22.2,1.0,0.0
KETR,Ketrosden Triasmitra Tbk.,Technology,Communication Equipment,2026-03-31,TTM-gabungan,IDR,2026-08-10,2841262838.0,58.7955,426.0901,,864452876063.0,167053394744.0,273494220114.0,253144531183.0,47.29,32.0,19.32,14.93,7.88,585049191923.0,25531833088.0,556777051282.0,2170821930422.0,1210633960367.0,0.48,2.04,2.33,1.0,4.22,333798489543.0,-112101405489.0,221697084054.0,2.0,0.0,,,28.6,27.0,3.0,0.0
TPMA,Trans Power Marine Tbk.,Industrials,Marine Shipping,2026-06-30,TTM-gabungan,USD,2026-08-10,3496480134.0,58.4228,634.8725,42.0,2167891871420.0,204274085730.0,371419694525.0,361445251035.0,22.62,15.85,9.42,8.8,4.33,2070801385400.0,177018383190.0,1887708917765.0,4929565259850.0,2219818984185.0,0.93,5.08,0.96,0.88,2.71,519595640905.0,-987381187100.0,-467785546195.0,2.54,71.08,37.6,-58.6,21.8,7.7,2.0,0.0
RONY,Aracord Nusantara Group Tbk.,Industrials,Engineering & Construction,2026-03-31,TTM,IDR,2026-08-10,1250000000.0,-0.3253,4.0232,,35311918168.0,-406607590.0,2641422339.0,1139006002.0,31.85,6.17,-1.15,-7.78,-1.22,41319670770.0,46586134996.0,-5266464226.0,61313246183.0,5029035211.0,8.22,-1.99,3.78,3.78,0.99,8484413371.0,-90385857.0,8394027514.0,-20.87,0.0,,-52.6,,,1.0,0.0
MPPA,Matahari Putra Prima Tbk,Consumer Cyclical,Department Stores,2026-06-30,TTM,IDR,2026-08-10,12973780789.0,-9.8266,-2.8815,,7484647000000.0,-127488000000.0,363833000000.0,41665000000.0,18.02,-1.09,-1.7,-471.99,-4.0,1309942000000.0,249981000000.0,393269000000.0,3096224000000.0,-37384000000.0,-35.04,1.08,0.76,0.29,0.35,377936000000.0,-56516000000.0,321420000000.0,-2.96,0.0,14.0,1.6,1.1,,2.0,0.06
SPTO,Surya Pertiwi Tbk.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-30,TTM-gabungan,IDR,2026-08-10,2700000000.0,95.3895,635.0077,70.0,2827568212740.0,257551605977.0,392511462848.0,362778860437.0,28.51,11.96,9.11,15.11,7.57,200799096147.0,213260340965.0,60715026094.0,3363145425699.0,1714520918189.0,0.12,0.15,1.99,1.17,21.28,383612222381.0,-62413807414.0,305797681634.0,1.49,73.39,4.4,2.1,3.5,9.4,2.0,0.0
