Ticker,Nama,Grup,Sektor,Syariah,Status,Skor,Flag,Harga,PER,PBV,PERvsSektor,PBVvsSektor,ROE%,LabaYoY%,OmzetYoY%,Dividen%,DER,MarketCap(T),Vol20(jt),Nilai(M),VolSpike,RSI14,MA50,MA200,MarginKotor%,MarginOperasi%,MarginBersih%,ROA%,UtangBersih/EBITDA,CurrentRatio,QuickRatio,InterestCoverage,EV/EBITDA,OCF/Laba,FCFYield%,Payout%,Capex/OCF,SkorValuasi,SkorProfitabilitas,SkorKesehatan,SkorPertumbuhan,SkorArusKas,OmzetCAGR3%,LabaCAGR3%,TahunLabaNaik,SahamYoY%,EPS,BVPS,DPS,Saham,Omzet,LabaBersih,EBITDA,EBIT,TotalUtang,Kas,UtangBersih,TotalAset,Ekuitas,OCF,Capex,FCF,Periode,Basis,MataUang
ASGR,Astra Graphia Tbk,,Industrials,Ya,HOLD,83,payout>100,2170,9.7,1.5,0.83,0.74,15.46,46.3,10.4,11.11,0.01,2.9,1.71,3.5,0.44,69.7,1849.0,1488.0,24.68,10.05,10.02,10.46,-4.36,2.68,2.47,136.32,3.37,1.65,16.49,107.34,0.04,84,76,99,79,74,0.9,40.7,3.0,0.0,224.551,1442.77,241.0,1348780500.0,3021185000000.0,302870000000.0,378437000000.0,378437000000.0,25367000000.0,1676345000000.0,-1650978000000.0,2928267000000.0,1945980000000.0,500368000000.0,-17762000000.0,482606000000.0,2026-06-30,TTM-gabungan,IDR
BWPT,Eagle High Plantations Tbk.,,Consumer Defensive,Ya,HOLD,70,,126,9.8,1.31,0.93,0.65,14.61,96.1,46.7,0.0,1.56,3.9,582.7,67.9,0.38,68.1,89.0,119.0,25.81,19.3,6.43,4.06,3.58,0.77,0.48,2.94,6.77,2.56,17.16,0.0,0.33,70,73,37,94,77,8.0,174.6,3.0,0.0,12.8855,96.3861,,31122368200.0,6237928000000.0,401026000000.0,1227973000000.0,1217913000000.0,4666313000000.0,199759000000.0,4396156000000.0,9943233000000.0,2999763000000.0,1026293000000.0,-338219000000.0,673072000000.0,2026-06-30,TTM-gabungan,IDR
SSMS,Sawit Sumbermas Sarana Tbk.,,Consumer Defensive,Tidak,WSE,63,DER>3,1180,9.9,4.31,0.94,2.13,43.49,51.3,12.0,7.12,3.2,11.2,12.73,12.6,0.84,78.0,911.0,1213.0,35.2,16.14,7.72,8.86,2.74,1.36,0.99,4.02,7.03,0.87,3.92,51.16,0.55,61,76,44,58,78,9.6,-14.2,2.0,0.0,119.3996,273.7751,83.99,9525000000.0,14738182492000.0,1137281020000.0,2619576732000.0,2537480185000.0,8356820271000.0,909513461000.0,7188031911000.0,13789765557000.0,2607707791000.0,988684514000.0,-547843503000.0,440841011000.0,2026-03-31,TTM-gabungan,IDR
ISAT,Indosat Tbk,LQ45,Communication Services,Ya,BOW,74,,2350,10.1,2.05,0.5,0.98,20.83,114.9,13.7,4.72,1.91,75.8,80.06,200.1,0.57,49.7,2134.0,2090.0,58.56,20.89,12.46,5.94,0.09,0.67,0.66,3.35,2.6,3.17,13.34,47.84,0.57,84,83,50,71,87,6.5,5.3,2.0,0.0,232.0361,1148.8036,111.0,32250810957.0,60061700000000.0,7483353000000.0,30148848000000.0,13983574000000.0,70718320000000.0,15781626000000.0,2724939000000.0,138306488000000.0,37049849000000.0,23738631000000.0,-13626061000000.0,10112570000000.0,2026-06-30,TTM-gabungan,IDR
TOTL,Total Bangun Persada Tbk,,Industrials,Ya,HOLD,77,,1525,10.2,4.24,0.87,2.08,40.89,118.6,44.0,7.21,0.0,5.2,4.34,6.3,0.97,64.6,1235.0,1046.0,17.47,10.34,11.89,12.83,-1.91,1.12,1.1,,9.59,0.5,3.48,73.61,0.29,61,72,86,97,77,19.7,65.3,3.0,0.0,149.4345,359.7817,110.0,3410000000.0,4284180500000.0,509571562000.0,452009205000.0,442983388000.0,0.0,864911414000.0,-864911414000.0,4195416440000.0,1226855465000.0,255921108000.0,-75064943000.0,180856165000.0,2026-06-30,TTM-gabungan,IDR
DWGL,Dwi Guna Laksana Tbk.,,Energy,Ya,JUAL,74,,248,10.3,4.26,0.43,1.93,54.81,52.7,-9.1,0.0,0.56,2.3,12.02,3.5,0.51,37.6,280.0,284.0,11.44,9.71,6.51,14.01,0.02,1.63,1.58,6.86,6.97,0.98,9.51,0.0,0.0,61,79,83,75,70,7.9,304.3,3.0,0.0,24.086,58.1652,,9252820991.0,3423931555000.0,222863468000.0,330299636000.0,326686821000.0,299965880000.0,422659881000.0,6641294000.0,1581400249000.0,538192098000.0,219164592000.0,-1018486000.0,218146106000.0,2026-03-31,TTM-gabungan,IDR
AKRA,AKR Corporindo Tbk,LQ45,Energy,Ya,BUY,77,,1450,10.5,2.22,0.44,1.0,21.7,37.0,74.6,6.9,0.42,28.7,15.08,21.3,3.91,59.4,1355.0,1268.0,7.99,5.93,4.91,7.57,0.24,1.33,1.04,51.78,8.01,2.85,23.53,72.6,0.13,82,73,86,65,87,-1.1,1.0,2.0,0.24,137.544,654.4711,100.0,19799769600.0,55443442886000.0,2723338865000.0,3691958523000.0,3640446573000.0,5454476951000.0,8866238987000.0,875908678000.0,39295481702000.0,12958376732000.0,7757177689000.0,-1002622794000.0,6754554895000.0,2026-06-30,TTM-gabungan,IDR
TAPG,Triputra Agro Persada Tbk.,,Consumer Defensive,Ya,HOLD,79,,2260,11.1,3.92,1.06,1.94,35.12,61.5,28.4,8.89,0.09,44.9,24.63,51.1,0.56,72.8,1741.0,1555.0,41.48,34.19,34.45,27.26,-0.12,2.36,1.47,84.46,8.54,0.92,6.71,88.24,0.19,59,92,95,73,78,6.9,7.5,2.0,0.0,203.9294,576.3316,201.0,19852540000.0,11750959000000.0,4048517000000.0,5179327000000.0,5159326000000.0,1078230000000.0,1706296000000.0,-628066000000.0,14823740000000.0,11441646000000.0,3708726000000.0,-699703000000.0,3009023000000.0,2026-06-30,TTM-gabungan,IDR
BULL,Buana Lintas Lautan Tbk.,,Industrials,Ya,HOLD,67,,438,11.7,1.78,1.0,0.87,17.23,142.3,11.8,0.0,0.59,6.8,502.39,222.7,0.66,51.4,402.0,413.0,31.8,27.05,21.8,8.66,2.57,0.6,0.56,4.69,11.7,2.35,1.15,0.0,0.62,60,87,54,78,40,8.5,,2.0,10.0,37.491,246.3141,,15494436593.0,2664107963040.0,580901432640.0,743840996640.0,739046826720.0,2264068243200.0,348819347040.0,1915248896160.0,7242196669440.0,3816498685440.0,1362779003520.0,-838206625440.0,77908378080.0,2026-03-31,TTM,USD
MARK,Mark Dynamics Indonesia Tbk.,,Healthcare,Ya,HOLD,80,payout>100,1065,12.0,4.54,0.62,2.4,36.98,43.5,58.3,8.45,0.0,4.0,13.19,14.3,1.16,51.4,1035.0,824.0,47.27,39.57,32.71,32.94,-0.09,4.2,2.6,390.57,8.95,0.98,7.31,101.64,0.1,65,94,99,65,73,0.5,5.3,1.0,0.0,88.5547,234.6719,90.0,3800000310.0,1028702898530.0,336508039121.0,447657803271.0,435408217142.0,3366350000.0,43210400397.0,-39844050397.0,1024525000893.0,891753183643.0,329822235614.0,-33797824245.0,296024411369.0,2026-06-30,TTM-gabungan,IDR
FPNI,Lotte Chemical Titan Tbk.,,Basic Materials,Ya,HOLD,70,,660,12.5,1.86,1.0,1.0,16.11,394.6,41.9,0.0,0.0,3.7,21.79,12.5,1.05,73.5,425.0,564.0,5.1,2.18,4.81,10.55,-1.52,1.53,0.79,265.03,9.41,1.5,10.52,0.0,0.12,57,67,91,65,76,-12.2,13.7,1.0,0.0,52.8325,353.8878,,5566414000.0,6108818400000.0,294087840000.0,336090240000.0,329483520000.0,2610720000.0,514240800000.0,-511630080000.0,3222747360000.0,1969885920000.0,441780000000.0,-55127040000.0,386652960000.0,2026-06-30,TTM,USD
TMAS,Temas Tbk.,,Industrials,Ya,HOLD,64,FCF-,147,12.8,2.58,1.09,1.26,21.4,109.6,48.4,2.72,0.6,8.4,9.4,1.3,1.36,72.8,125.0,127.0,20.76,17.26,13.21,12.24,1.68,1.17,0.94,8.5,11.59,1.54,-4.15,33.33,1.34,55,86,70,51,49,-3.8,-28.5,0.0,0.0,11.5105,56.9645,4.0,56868856000.0,4956549000000.0,654588000000.0,843157000000.0,827144000000.0,1941504000000.0,381401000000.0,1413633000000.0,5996884000000.0,3239504000000.0,1005580000000.0,-1352389000000.0,-346809000000.0,2026-06-30,TTM-gabungan,IDR
SCMA,Surya Citra Media Tbk,,Communication Services,Tidak,JUAL,75,payout>100,202,13.0,2.03,0.64,0.97,14.14,48.9,-3.2,10.4,0.12,12.8,50.56,10.4,0.75,46.8,205.0,258.0,40.71,17.03,13.87,9.13,-0.22,2.45,1.97,87.2,8.09,1.31,8.9,135.05,0.11,79,77,96,52,67,-1.2,-3.1,2.0,0.06,15.5381,99.438,21.0,63504703280.0,7111725920000.0,986745252000.0,1543642571000.0,1287598458000.0,760262857000.0,1104003864000.0,-343741007000.0,10415521811000.0,6314778627000.0,1288050321000.0,-146795264000.0,1141255057000.0,2026-06-30,TTM-gabungan,IDR
ESSA,ESSA Industries Indonesia Tb,LQ45,Basic Materials,Ya,HOLD,75,,685,13.0,1.43,1.04,0.77,11.55,61.5,33.6,7.59,0.0,11.8,131.82,88.3,0.37,57.5,618.0,629.0,37.5,28.19,15.88,7.4,-1.72,11.46,9.57,123.59,5.22,2.58,18.56,20.23,0.06,76,79,100,42,82,-26.1,-33.8,1.0,0.0,52.4938,479.7571,52.0,17226975700.0,5693970125760.0,904310197920.0,1701736897440.0,1641505597920.0,2389146240.0,2922561766080.0,-2920172619840.0,12126491130240.0,8264763194880.0,2330105393280.0,-139690161120.0,2190415232160.0,2026-03-31,TTM-gabungan,USD
CNMA,Nusantara Sejahtera Raya Tbk,,Communication Services,Ya,WSE,81,payout>100,93,13.1,2.07,0.64,0.99,15.28,361.0,65.0,12.8,0.44,7.7,30.19,2.8,0.81,50.8,92.0,99.0,60.57,16.36,10.5,9.06,0.15,2.64,2.47,6.57,4.53,2.56,11.73,168.81,0.4,81,79,86,85,72,10.0,15.2,2.0,-1.2,7.0755,44.8807,11.9,83279924292.0,5613000000000.0,589249000000.0,1766093000000.0,972359000000.0,1650525000000.0,1389479000000.0,261046000000.0,6209444000000.0,3737664000000.0,1511193000000.0,-602428000000.0,908765000000.0,2026-06-30,TTM-gabungan,IDR
TLKM,Telkom Indonesia (Persero) T,LQ45,Communication Services,Ya,WSE,69,payout>100,2610,15.0,2.17,0.74,1.04,13.68,21.6,6.4,8.55,0.68,257.3,83.03,216.1,0.51,49.9,2591.0,2912.0,66.88,23.04,11.45,5.74,0.03,0.79,0.78,7.72,3.49,3.86,15.76,125.16,0.39,78,77,69,45,75,-0.1,-5.5,1.0,-0.49,173.8064,1200.3639,223.17,98580940800.0,149616000000000.0,17134000000000.0,74468000000000.0,35810000000000.0,80885000000000.0,54579000000000.0,2336000000000.0,303087000000000.0,118333000000000.0,66131000000000.0,-25589000000000.0,40542000000000.0,2026-06-30,TTM,IDR
ARCI,Archi Indonesia Tbk.,,Basic Materials,Ya,WSE,68,,1310,15.3,4.75,1.23,2.55,36.51,107.6,89.3,3.09,1.23,33.1,56.48,75.1,0.55,53.9,1145.0,1386.0,44.76,43.07,22.37,12.6,1.9,1.02,0.48,6.54,9.94,0.66,0.24,39.71,0.94,42,84,57,95,56,31.9,91.3,2.0,1.61,85.3897,275.7496,40.5,25235000000.0,9632317684800.0,2154809540160.0,4111018430880.0,4111018430880.0,8583552477600.0,700860624480.0,7792901910720.0,18846768286080.0,6958540378560.0,1414313373120.0,-1334283811680.0,80029561440.0,2026-03-31,TTM-gabungan,USD
OMED,Jayamas Medica Industri Tbk.,,Healthcare,Ya,BUY,77,,252,15.7,2.41,0.82,1.28,16.13,66.4,36.3,1.62,0.09,6.8,43.93,10.5,5.58,69.9,219.0,224.0,35.75,19.81,18.77,13.63,-1.71,8.29,5.89,27.88,9.9,0.86,3.6,47.78,0.34,59,78,99,74,81,5.9,8.7,2.0,-0.19,16.0196,104.7645,4.08,27008119900.0,2304764243821.0,432658133716.0,586376042441.0,562426820838.0,262643945729.0,1264486619840.0,-1001842674111.0,3412388491400.0,2829491182510.0,373885512373.0,-128859128610.0,245026383763.0,2026-06-30,TTM-gabungan,IDR
CMRY,Cisarua Mountain Dairy Tbk.,,Consumer Defensive,Ya,WSE,76,,4590,16.5,5.08,1.57,2.51,30.71,28.5,37.2,7.63,0.0,36.4,3.11,14.3,0.88,50.4,4529.0,4790.0,44.38,42.91,18.37,24.55,-0.19,2.03,1.35,639.92,12.51,0.87,2.85,71.78,0.46,41,88,95,86,74,18.9,24.2,3.0,0.0,278.5994,902.7029,350.0,7934683000.0,12036789000000.0,2210598000000.0,2866150000000.0,2793247000000.0,449000000.0,558058000000.0,-557609000000.0,9247647000000.0,7162661000000.0,1917419000000.0,-878203000000.0,1039216000000.0,2026-06-30,TTM-gabungan,IDR
TEBE,Dana Brata Luhur Tbk.,,Industrials,Ya,HOLD,64,"bunga<1.5,payout>100",1670,17.2,2.07,1.47,1.01,11.8,7555.5,28.9,9.34,0.0,2.1,17.59,29.5,0.3,62.3,1236.0,1452.0,35.42,28.91,25.58,11.14,-2.56,12.83,12.56,-706.2,10.11,1.03,5.83,160.21,0.03,58,79,76,43,59,-14.8,-25.8,0.0,0.0,97.3684,807.0416,156.0,1285000000.0,489155043000.0,125118439000.0,169326626000.0,168970508000.0,0.0,433412670000.0,-433412670000.0,1094844372000.0,1037048454000.0,128330579000.0,-3273434000.0,125057145000.0,2026-06-30,TTM-gabungan,IDR
DATA,Remala Abadi Tbk.,,Communication Services,Ya,JUAL,67,FCF-,1875,20.4,6.22,1.0,2.97,37.24,137.4,50.4,0.0,1.14,2.6,2.2,4.2,2.28,47.1,1992.0,3022.0,74.04,43.05,26.65,15.95,2.13,0.38,0.26,8.03,14.03,1.56,-6.72,0.0,1.88,38,98,51,100,33,27.1,57.8,3.0,0.0,91.9865,301.3748,,1375000000.0,474690868218.0,126481411985.0,216640870646.0,207646664610.0,473500726261.0,9786961354.0,460842040597.0,1111678383877.0,414390341969.0,197714873853.0,-371016208067.0,-173301334214.0,2026-06-30,TTM,IDR
SILO,Siloam International Hospita,,Healthcare,Ya,WSE,64,,2230,23.4,2.82,1.22,1.49,12.94,22.3,14.8,0.0,0.24,29.0,0.54,1.2,1.56,51.6,2200.0,2452.0,38.7,14.29,9.16,8.47,0.3,0.72,0.68,15.64,10.31,2.0,2.15,0.0,0.75,42,74,76,70,57,10.5,16.9,2.0,-0.01,95.2086,791.6194,,12987503744.0,13505885000000.0,1236522000000.0,2890955000000.0,1825470000000.0,2450355000000.0,1226974000000.0,854207000000.0,15832534000000.0,10281160000000.0,2474830000000.0,-1851564000000.0,623266000000.0,2026-06-30,TTM-gabungan,IDR
RAJA,Rukun Raharja Tbk,Hapsoro,Utilities,Ya,JUAL,72,,800,24.6,4.35,0.83,1.0,19.13,205.1,23.4,1.0,1.36,16.9,69.74,58.3,0.85,42.5,850.0,914.0,30.24,17.13,14.3,7.43,2.16,1.34,1.33,6.2,14.11,1.43,1.88,40.66,0.68,55,81,62,91,70,28.2,45.6,2.0,0.0,32.4693,184.0131,8.0,21135412500.0,4799043796800.0,686251923360.0,1415314681920.0,1377618975360.0,5276625470400.0,2198304206400.0,3061935372960.0,11120587534080.0,3889193473440.0,980101033440.0,-661736143680.0,318364889760.0,2026-06-30,TTM,USD
