Tanggal,Ticker,Nama,Status,Skor,TanggalBeli,HargaBeli,Lot,Lembar,Modal,TanggalAkhir,HargaAkhir,HariKe,Selesai,Nilai,LabaRp,Laba%,Puncak%,Jatuh%,Hari0%,Hari1%,Hari2%,Hari3%,Hari4%,Hari5%,Hari6%,Hari7%,Hari8%,Hari9%,Hari10%,Hari11%,Hari12%,Hari13%,Hari14%,Hari15%,Hari16%,Hari17%,Hari18%,Hari19%,Hari20%,Hari21%
2026-09-07,SMSM,Selamat Sempurna Tbk,BUY,82,2026-09-08,1755.0,56,5600,9842742,2026-09-09,1765.0,1,Tidak,9859290,16548,0.17,0.17,0.17,0.17,0.17,,,,,,,,,,,,,,,,,,,,
2026-09-08,BBNI,Bank Negara Indonesia  (Pers,BUY,67,2026-09-09,3880.0,25,2500,9714550,2026-09-09,3820.0,0,Tidak,9526125,-188425,-1.94,-1.94,-1.94,-1.94,,,,,,,,,,,,,,,,,,,,,
2026-09-08,ENRG,Energi Mega Persada Tbk,BUY,58,2026-09-09,1485.0,67,6700,9964424,2026-09-09,1465.0,0,Tidak,9790961,-173463,-1.74,-1.74,-1.74,-1.74,,,,,,,,,,,,,,,,,,,,,
2026-09-08,FPNI,Lotte Chemical Titan Tbk.,BUY,72,2026-09-09,565.0,176,17600,9958916,2026-09-09,555.0,0,Tidak,9743580,-215336,-2.16,-2.16,-2.16,-2.16,,,,,,,,,,,,,,,,,,,,,
2026-09-08,INDF,Indofood Sukses Makmur Tbk,BUY,74,2026-09-09,7500.0,13,1300,9764625,2026-09-09,7500.0,0,Tidak,9725625,-39000,-0.4,-0.4,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,
2026-09-08,INTP,Indocement Tunggal Prakarsa ,BUY,83,2026-09-09,5500.0,18,1800,9914850,2026-09-09,5425.0,0,Tidak,9740588,-174262,-1.76,-1.76,-1.76,-1.76,,,,,,,,,,,,,,,,,,,,,
2026-09-08,MARK,Mark Dynamics Indonesia Tbk.,BUY,80,2026-09-09,1080.0,92,9200,9950904,2026-09-09,1075.0,0,Tidak,9865275,-85629,-0.86,-0.86,-0.86,-0.86,,,,,,,,,,,,,,,,,,,,,
2026-09-08,MDIA,Intermedia Capital Tbk.,BUY,35,2026-09-09,234.0,427,42700,10006788,2026-09-09,220.0,0,Tidak,9370515,-636273,-6.36,-6.36,-6.36,-6.36,,,,,,,,,,,,,,,,,,,,,
2026-09-08,MDKA,Merdeka Copper Gold Tbk.,BUY,31,2026-09-09,3120.0,32,3200,9998976,2026-09-09,3110.0,0,Tidak,9927120,-71856,-0.72,-0.72,-0.72,-0.72,,,,,,,,,,,,,,,,,,,,,
2026-09-08,PSKT,Red Planet Indonesia Tbk.,BUY,30,2026-09-09,256.0,390,39000,9998976,2026-09-09,254.0,0,Tidak,9881235,-117741,-1.18,-1.18,-1.18,-1.18,,,,,,,,,,,,,,,,,,,,,
2026-09-08,SIMP,Salim Ivomas Pratama Tbk.,BUY,78,2026-09-09,645.0,155,15500,10012496,2026-09-09,635.0,0,Tidak,9817894,-194602,-1.94,-1.94,-1.94,-1.94,,,,,,,,,,,,,,,,,,,,,
